EAN,EAN_OnPage,match,ASIN,Title,SupplierURL,AmazonURL,SupplierPrice_incVAT,SupplierPrice_exVAT,SellingPrice_incVAT,AmazonPrice_exVAT,ReferralFee,FBAFee,OutputVAT,InputVAT,NetProceeds,HMRC,NetProfit,ROI,Breakeven,ProfitMargin,bought_in_past_month,fba_seller_count,fbm_seller_count,total_offer_count,SupplierTitle,AmazonTitle,PrepHouseFee
5012866300007,,FALSE,B0BRT2KWR1,,https://www.clearance-king.co.uk/a-to-z-isabella-teen-doll-27cm-assorted-colours.html,https://www.amazon.co.uk/dp/B0BRT2KWR1,0.6,0.5,22.99,,3.45,3.01,3.831666667,0.1,12.69833333,3.731666667,8.416666667,801.5873016,7.61,36.61012034,,Available (see Keepa data),,1,A to Z Isabella Teen Doll - 27cm - Assorted Colours,"Encanto Isabella Costume for Girls - Kids Princess Mirabel Fancy Dress for Halloween, Christmas & Birthday Party (Ages 3-10)",0.55
5012866081265,5063613998800,FALSE,B0DV3KRD8W,,https://www.clearance-king.co.uk/a-to-z-abracadabra-magic-spring-7-x-7cm.html,https://www.amazon.co.uk/dp/B0DV3KRD8W,0.64,0.533333333,22.99,,3.4485,2.8,3.831666667,0.106666667,12.90983333,3.725,8.634833333,797.0615385,7.4385,37.55908366,,,,2,A to Z Abracadabra Magic Spring - 7 x 7cm,"MIXEL Rainbow Magic Spring Kids, Neon Colors, Bouncy Slinky Toy, Fidget and Sensory Toy, Expandable Magic Spring, Great Gifts for Birthday, Stress Relief Toy (12 PCS)",0.55
5055483317140,5056422673662,FALSE,B0DHGRDFJ4,,https://www.clearance-king.co.uk/insulated-snack-pot-with-spork.html,https://www.amazon.co.uk/dp/B0DHGRDFJ4,0.45,0.375,24.99,,3.75,5.16,4.165,0.075,11.915,4.09,7.275,786.4864865,9.91,29.11164466,,,Available (see Keepa data),2,INSULATED SNACK POT WITH SPORK,"Fusion Food Airpot Flask – 3L Double Wall Insulated Thermal Coffee Carafe with Pump Action & 360° Rotating Base – Stainless Steel Hot Water Dispenser for Tea, Coffee & Cold Drinks",0.55
5034567829526,642896208964,FALSE,B072QT1LYY,,https://www.clearance-king.co.uk/jumbo-spatula-set-of-5.html,https://www.amazon.co.uk/dp/B072QT1LYY,0.49,0.408333333,20.99,,3.15,2.96,3.498333333,0.081666667,11.38166667,3.416666667,7.415,773.7391304,7.15,35.32634588,50,Available (see Keepa data),,1,Jumbo Spatula - Set Of 5,Stainless Steel Metal Spatula Set - Griddle Scraper Flat Spatula Pancake Flipper Hamburger Turner - Metal Utensil Great for BBQ Grill Flat Top Cast Iron Griddle Accessories - Commercial Grade,0.55
5055180629638,,FALSE,B0DP2GS2JM,,https://www.clearance-king.co.uk/soft-pet-blanket-70-x-73cm-assorted-colours.html,https://www.amazon.co.uk/dp/B0DP2GS2JM,0.9,0.75,29.99,,4.5,5.19,4.998333333,0.15,15.30166667,4.848333333,9.903333333,761.7948718,11.14,33.02211848,,Available (see Keepa data),,1,Soft Pet Blanket - 70 x 73cm - Assorted Colours,SeaBeauty Fleece Blanket Throw 6 Pack Soft Kid Blanket Cozy Lightweight for Couch Bed Travel Throw Blanket Bulk Pet Blanket Warm Blanket Fleece Fabric Picnic Solid for Home Sofa 125 X 150 CM Assorted,0.55
YAJ35020,,FALSE,B07Q3KPHKW,,https://www.clearance-king.co.uk/funky-blackberry-mobile-phone-case-9900-colours-and-designs-may-vary.html,https://www.amazon.co.uk/dp/B07Q3KPHKW,0.1,0.083333333,13.99,,2.1,1.89,2.331666667,0.016666667,7.668333333,2.315,4.803333333,758.4210526,4.64,34.33404813,,Available (see Keepa data),,1,Funky Blackberry Mobile Phone Case - 9900 - Colours And Designs May Vary,"MOBESV Phone Cover For Blackberry Key2, Flip Wallet Case for Blackberry Key2 Phone Case, Dark Blue/Light Blue",0.55
5055180675215,635650920837,FALSE,B07GL2H9WX,,https://www.clearance-king.co.uk/dog-safety-muzzle-m-12-24-ck.html,https://www.amazon.co.uk/dp/B07GL2H9WX,0.9,0.75,25.99,,3.9,3.26,4.331666667,0.15,14.49833333,4.181666667,9.766666667,751.2820513,8.61,37.57855585,,Available (see Keepa data),,1,DOG SAFETY MUZZLE - MEDIUM,BRONZEDOG Dog Muzzle Wire Basket Metal Mask for Medium Large Dogs (Size 2: Belgian Malinois & Golden Retriever),0.55
5060226032488,5060428319677,FALSE,B08G1PB71J,,https://www.clearance-king.co.uk/pets-that-play-pull-tug-dog-rope-play-toy-for-small-medium-dogs-assorted-colours-29cm-x-7cm.html,https://www.amazon.co.uk/dp/B08G1PB71J,0.75,0.625,22.95,,3.44,2.72,3.825,0.125,12.965,3.7,8.715,741.7021277,7.46,37.97385621,100,Available (see Keepa data),,2,Pets That Play Pull & Tug Dog Rope Play Toy for Small/Medium Dogs - Assorted Colours - 29cm x 7cm,Tug-E-Nuff Bright Fauxtastic Durable Bungee Tug Toy for Dogs | For Interactive Dog Training & Dogs of all Ages | Artificial Fur Bungee Tug Toy | Made of Faux Fur | 3 Colour Patterns | Size 22.5 inches,0.55
8713015467073,,FALSE,B0BXRY5LZS,,https://www.clearance-king.co.uk/tile-care-application-pad.html,https://www.amazon.co.uk/dp/B0BXRY5LZS,0.42,0.35,18.69,,2.43,2.94,3.115,0.07,10.205,3.045,6.61,734.4444444,6.34,35.36650615,,Available (see Keepa data),Available (see Keepa data),2,TILE CARE APPLICATION PAD,Diamond Beveling Chamfer Bits 0-50MM - Diamond Cone Tile Bits for Chamfering Enlarging Shaping Trimming Exsiting Holes in Ceramic Porcelain Tile Marble Granite M14 Thread for Angle Grinder LEKOMESH,0.55
794267,5063111646081,FALSE,B0DG5G3C1G,,https://www.clearance-king.co.uk/fridge-magnet-amsterdam-12-288.html,https://www.amazon.co.uk/dp/B0DG5G3C1G,0.5,0.416666667,20,,3,2.8,3.333333333,0.083333333,10.86666667,3.25,7.066666667,731.0344828,6.85,35.33333333,,,Available (see Keepa data),1,FRIDGE MAGNET AMSTERDAM,Yours Limited Collection Curve Stud Embellished Overshirt - Women's - Plus Size Curve,0.55
5060226032211,5060428319684,FALSE,B08G1LW449,,https://www.clearance-king.co.uk/pets-that-play-pull-tug-dog-rope-toy-for-small-medium-dogs-26-x-7cm-assorted-colours.html,https://www.amazon.co.uk/dp/B08G1LW449,0.75,0.625,22.95,,3.44,2.94,3.825,0.125,12.745,3.7,8.495,722.9787234,7.68,37.01525054,100,Available (see Keepa data),,3,Pets That Play Pull & Tug Dog Rope Toy for Small/Medium Dogs - 26 x 7cm - Assorted Colours,Tug-E-Nuff Bright Fauxtastic Durable Bungee Tug Toy for Dogs | For Interactive Dog Training & Dogs of all Ages | Artificial Fur Bungee Tug Toy | Made of Faux Fur | 3 Colour Patterns | Size 22.5 inches,0.55
5022545091706,5056225487770,FALSE,B08VJLC2KF,,https://www.clearance-king.co.uk/disney-monsters-fun-pet-dress-up-socks.html,https://www.amazon.co.uk/dp/B08VJLC2KF,0.28,0.233333333,17.49,,2.62,2.93,2.915,0.046666667,9.025,2.868333333,5.606666667,715.7446809,6.38,32.05641319,,Available (see Keepa data),Available (see Keepa data),3,DISNEY MONSTERS FUN PET DRESS-UP SOCKS,Disney Women's Slippers Socks Fluffy Slipper Socks,0.55
5053834254229,635638537286,FALSE,B098XGZ1H4,,https://www.clearance-king.co.uk/instant-hems-double-sided-hem-tape-4-6m.html,https://www.amazon.co.uk/dp/B098XGZ1H4,0.35,0.291666667,15.99,,2.08,2.07,2.665,0.058333333,9.175,2.606666667,6.018333333,715.049505,5.05,37.63810715,300,Available (see Keepa data),,1,Instant Hems - Double Sided Hem Tape - 4.6m,"Emitever Double Sided Tape, Double Sided Tape Heavy Duty Mounting Tape, 23 FT*0.6 Inch Double Sided Sticky Tape, Strong Adhesive Waterproof Foam Tape for Automotive, Home Decor",0.55
5012866083023,8488136790910,FALSE,B08XC5LFTG,,https://www.clearance-king.co.uk/family-game-connect-match-4.html,https://www.amazon.co.uk/dp/B08XC5LFTG,0.68,0.566666667,21.99,,3.3,2.94,3.665,0.113333333,12.085,3.551666667,7.983333333,714.9253731,7.47,36.30438078,50,Available (see Keepa data),,2,Family Game - Connect/Match 4,Family Judgement - The Hilarious Family Voting Board Game! Great Family Board Games for Kids & Adults,0.55
3700786806786,744790765915,FALSE,B09MLGK7YJ,,https://www.clearance-king.co.uk/magnetic-utensil-holder.html,https://www.amazon.co.uk/dp/B09MLGK7YJ,0.45,0.375,19.49,,2.92,3.06,3.248333333,0.075,10.26166667,3.173333333,6.538333333,706.8468468,6.98,33.54711818,100,Available (see Keepa data),,1,MAGNETIC UTENSIL HOLDER,"Dmore Magnetic Knife Rack with 3 Hooks-Extra Strong Magnetic Knife Holder Made of Stainless Steel, Optional Installation with Self Adhesive 3M Tape or Screws, Black Knife Strip for Knives, 40 cm",0.55
5055257877573,5056822006862,FALSE,B0F6YWKQBP,,https://www.clearance-king.co.uk/fabric-stain-remover-trigger-spray-refills-in-lavender-pack-of-2.html,https://www.amazon.co.uk/dp/B0F6YWKQBP,0.1,0.083333333,17.99,,2.34,4.65,2.998333333,0.016666667,8.001666667,2.981666667,4.47,705.7894737,7.64,24.8471373,,,Available (see Keepa data),1,Fabric Stain Remover Trigger Spray Refills In Lavender - Pack Of 2,"HG Stain Remover Extra Strong 500ml, Fast Acting Carpet and Upholstery Cleaner Spray, Deep Cleaning Solution for Wine, Coffee, Grease, Mud, and More Red - 1 Pack",0.55
5012866321156,,FALSE,B0D41JL1W6,,https://www.clearance-king.co.uk/toy-iron-on-bead-set-assorted.html,https://www.amazon.co.uk/dp/B0D41JL1W6,0.65,0.541666667,21.99,,3.3,3.26,3.665,0.108333333,11.765,3.556666667,7.658333333,701.5267176,7.76,34.82643626,300,Available (see Keepa data),,1,Toy Iron On Bead Set - Assorted,"MerryXGift Fuse Beads -11000pcs Iron Beads Set for Kids 36 Colors 5mm Iron Beads for DIY Crafts with 5 Pegboards, 5 Keyrings, 2 Tweezers, Chain Accessories Gifts for Boys Girls",0.55
5060226063598,,FALSE,B06ZZC83MG,,https://www.clearance-king.co.uk/pets-that-play-water-dispenser-for-dogs-28-x-6-5-x-6cm-assorted-colours.html,https://www.amazon.co.uk/dp/B06ZZC83MG,0.83,0.691666667,23.03,,3.4545,2.8,3.838333333,0.138333333,12.93716667,3.7,8.687166667,699.6375839,7.6345,37.72108844,100,,,,Pets That Play Water Dispenser for Dogs - 28 x 6.5 x 6cm - Assorted Colours,"Amazon Basics Dog and Cat Feeder Dispenser for Food and Water, Small, Pack of 2, Grey",0.55
DIS589-1,5060391775159,FALSE,B081T9CX14,,https://www.clearance-king.co.uk/bird-food-pack-of-10-loose.html,https://www.amazon.co.uk/dp/B081T9CX14,2,1.666666667,35.49,,5.3235,2.8,5.915,0.333333333,21.4515,5.581666667,15.31983333,691.1203008,10.6735,43.16661971,500,,Available (see Keepa data),1,BIRD FOOD PACK OF 10 LOOSE,Leagrams Sunflower Heart Chips Wild Bird Food (25.1kg) - Husk Free and No Mess,0.55
YAJVW0220,721545890818,FALSE,B0CW3CV356,,https://www.clearance-king.co.uk/culinary-decorative-art-bottles-price-marked-1-99.html,https://www.amazon.co.uk/dp/B0CW3CV356,0.35,0.291666667,17.95,,2.69,2.97,2.991666667,0.058333333,9.298333333,2.933333333,5.815,690.8910891,6.56,32.39554318,,Available (see Keepa data),,1,Culinary Decorative Art Bottles - Price Marked £1.99,Small Gym Bag 18 inch Carry On Duffel Bag for Weekender Travel Sport 45x20x20cm-Black,0.55
5060082942389,,FALSE,B08BHK43BP,,https://www.clearance-king.co.uk/u-erase-neon-eraser-set-pack-of-16.html,https://www.amazon.co.uk/dp/B08BHK43BP,0.58,0.483333333,19.99,,2.9985,2.8,3.331666667,0.096666667,10.85983333,3.235,7.074833333,684.6612903,6.9285,35.3918626,50,,,,U Erase - Neon Eraser Set - Pack of 16,"Shuttle Art 72 Pack Erasers, Rubber Erasers Bulk Latex-Free Soft Erasers Multipack Set for Kids, Adults, Teachers as School, Office and Classroom Supplies",0.55
5012866021629,,FALSE,B08126TZ9C,,https://www.clearance-king.co.uk/construction-transformer-blocks-8-asst-16-144-ck.html,https://www.amazon.co.uk/dp/B08126TZ9C,0.51,0.425,18.99,,2.85,2.72,3.165,0.085,10.255,3.08,6.625,679.4871795,6.63,34.88678252,,,Available (see Keepa data),1,A TO Z ARMOR ENGINEERING/CONSTRUCTION TRANSFORMER BLOCKS - ASSORTED DESIGNS,"koolbitz 350+ Parts Plug-In Building Block Toys, 2D 3D Engineering Blocks Building Toy Kit, Builders Play Set Ideal Educational Gift Construction Toy Creative Learning Set",0.55
5055566938705,5021921045906,FALSE,B00H1Q5JYI,,https://www.clearance-king.co.uk/red-deer-toys-action-arrows-archery-set.html,https://www.amazon.co.uk/dp/B00H1Q5JYI,0.9,0.75,21.9,,3.29,2.1,3.65,0.15,12.86,3.5,8.81,677.6923077,6.84,40.2283105,,Available (see Keepa data),,2,Red Deer Toys Action Arrows Archery Set,"RED DRAGON Pegasus Professional Tungsten Steeltip Darts Set Available in 21, 23, 24, 25, 26, 28, 30 Gram with Flights, Stems (Shafts) and Wallet",0.55
5055180671651,8424629038909,FALSE,B08D5XWSQP,,https://www.clearance-king.co.uk/pet-touch-doggy-waste-pick-up-kit-with-hook-20-bags.html,https://www.amazon.co.uk/dp/B08D5XWSQP,0.82,0.683333333,22.94,,3.44,3.15,3.823333333,0.136666667,12.52666667,3.686666667,8.29,672.1621622,7.96,36.13775065,,Available (see Keepa data),,1,Pet Touch Doggy Waste Pick-up Kit with Hook & 20 Bags,"3 Pack Metal Pet Poop Scoop,Tray and Rake,Adjustable Long Handle with Bin for Pet Waste Removal,No Bending Poop Scooper Perfect for Large Medium Small Dogs",0.55
5060226034499,711414222536,FALSE,B07VFH1QMC,,https://www.clearance-king.co.uk/pets-that-play-squeaky-dog-toy-for-small-medium-dogs-assorted-colours.html,https://www.amazon.co.uk/dp/B07VFH1QMC,0.75,0.625,21.99,,3.3,3.04,3.665,0.125,11.985,3.54,7.895,671.9148936,7.64,35.90268304,100,Available (see Keepa data),,1,Pets That Play Squeaky Dog Toy - For Small / Medium Dogs - Assorted Colours,"LEGEND SANDY Squeaky Plush Dog Toy Pack for Puppy, Small Stuffed Puppy Chew Toys 12 Dog Toys Bulk with Squeakers, Cute Soft Pet Toy for Small Medium Size Dogs",0.55
8699947920285,6925828217529,FALSE,B08HN63XK9,,https://www.clearance-king.co.uk/camel-double-crumb-carpet-brush-assorted-colours-18-x-11-5-x-13-5cm.html,https://www.amazon.co.uk/dp/B08HN63XK9,0.5,0.416666667,18.99,,2.47,3.26,3.165,0.083333333,10.095,3.081666667,6.463333333,668.6206897,6.78,34.03545726,800,Available (see Keepa data),,11,Camel Double Crumb Carpet Brush - Assorted Colours - 18 x 11.5 x 13.5cm,"MR.SIGA Rubber Broom, Carpet Brush, Pet Hair Removal with Built in Squeegee, 3 in 1 Floor Brush for Carpet, 61 inch(154.9cm) Adjustable Handle, includes 1 Microfiber Cloth for Floor Dusting",0.55
KCCB05325,,FALSE,B09Y7ZWXJW,,https://www.clearance-king.co.uk/sustain-bio-plastic-green-straws-19-5cm-pack-of-100.html,https://www.amazon.co.uk/dp/B09Y7ZWXJW,0.5,0.416666667,19.79,,3.3,2.97,3.298333333,0.083333333,10.22166667,3.215,6.456666667,667.9310345,7.32,32.62590534,,Available (see Keepa data),,1,Sustain Bio-Plastic Green Straws - 19.5cm - Pack Of 100,"FIORETTO Womens Mens Sports Gym Bag Duffle Bag with Shoes Compartment, Weekend Travel Bag Overnight Bag for Women, Water Resistant Holdall Hospital Bag for Swimming Blue",0.55
5011914901265,,FALSE,B0DK3KCCB9,,https://www.clearance-king.co.uk/pestroy-flea-and-tick-collar-for-cats-kittens-exp-02-23.html,https://www.amazon.co.uk/dp/B0DK3KCCB9,0.89,0.741666667,22.99,,3.45,3,3.831666667,0.148333333,12.70833333,3.683333333,8.475,656.1290323,7.89,36.86385385,700,Available (see Keepa data),,1,Pestroy Flea And Tick Collar for Cats & Kittens - Exp: 02/23,"Woyamay Flea and Tick Support for Cats Chewables, 200 Treats Natural Cat Flea Chews, Daily Cat Flea Care, Flea Support Chewable Supplement for Cats Kittens for All Breeds, Chicken Flavor",0.55
5012866353034,,FALSE,B08THBNZ6L,,https://www.clearance-king.co.uk/dress-up-for-girls-toy-pink-boa-50-cm-3-assorted-colours.html,https://www.amazon.co.uk/dp/B08THBNZ6L,0.63,0.525,19.99,,3,2.91,3.331666667,0.105,10.74833333,3.226666667,6.971666667,648.5271318,7.09,34.87577122,300,Available (see Keepa data),,1,Dress Up For Girls - Toy Pink Boa - 50 Cm - 3 Assorted Colours,"Princess Dress Up Shoes - Princess Toys with Play Shoes & Pretend Jewelry Accessories Dress Up Girls Gifts Toys for Little Girls Aged 3,4,5,6 Birthday",0.55
5055566995920,,FALSE,B07VGYTXHY,,https://www.clearance-king.co.uk/signature-paper-wrapped-non-toxic-wax-crayons-pack-of-40.html,https://www.amazon.co.uk/dp/B07VGYTXHY,0.5,0.416666667,18.75,,2.81,2.98,3.125,0.083333333,9.835,3.041666667,6.243333333,645.862069,6.84,33.29777778,,Available (see Keepa data),,1,Signature Paper Wrapped & Non-Toxic Wax Crayons - Pack of 40,Color Swell Crayons Bulk Packs – 10 Boxes of 24 Vibrant Colored Crayons of Teacher Quality Durable Classroom Pack for Kids Students Party Favors,0.55
5054781440727,5056709618676,FALSE,B0D88SP1KJ,,https://www.clearance-king.co.uk/hyper-tough-all-purpose-adhesive-20ml.html,https://www.amazon.co.uk/dp/B0D88SP1KJ,0.35,0.291666667,16.6,,2.16,3,2.766666667,0.058333333,8.673333333,2.708333333,5.415,643.3663366,6.06,32.62048193,50,,Available (see Keepa data),1,Hyper Tough All Purpose Adhesive - 20ml,AMK® Evo Stik Impact Adhesive Tin Glue 250ml Multi Purpose High Strength No Support Needed Fast Drying Strong Hold DIY At Home,0.55
5056175900534,,FALSE,B0042D92WS,,https://www.clearance-king.co.uk/junior-magic-set-by-red-deer-toys-assorted-sets.html,https://www.amazon.co.uk/dp/B0042D92WS,0.68,0.566666667,20.99,,3.15,3.26,3.498333333,0.113333333,11.08166667,3.385,7.146666667,640,7.64,34.04795935,300,Available (see Keepa data),Available (see Keepa data),5,Junior Magic Set by Red Deer Toys - Assorted Sets,"Marvin's Magic - Kids Magic Set - With Wand, Card Tricks and More - Kids Toys, Games, Family Games for Age 6, 7, 8, 9, 10+ - Box of 225 Magic Tricks",0.55
665098619321,,FALSE,B08LZBSG79,,https://www.clearance-king.co.uk/true-living-scented-glass-candle-blackberry-macaroon-vanilla-cake-pop-85g.html,https://www.amazon.co.uk/dp/B08LZBSG79,0.43,0.358333333,16.99,,2.04,3,2.831666667,0.071666667,9.118333333,2.76,5.808333333,639.4495413,6.02,34.18677654,,Available (see Keepa data),,1,True Living Scented Glass Candle - Blackberry Macaroon/Vanilla Cake Pop - 85g,"Vegan Natural Gift Candle - Rainy Day Reading Scent - Soy Wax Candle for Men, Women, Book Lovers - Amber Glass 200ml",0.55
5052714007726,,FALSE,B0DGG6B92C,,https://www.clearance-king.co.uk/little-miss-princess-and-mr-tickle-birthday-party-foil-balloons-assorted-45cm.html,https://www.amazon.co.uk/dp/B0DGG6B92C,0.38,0.316666667,16.99,,2.55,2.9,2.831666667,0.063333333,8.708333333,2.768333333,5.39,621.9230769,6.38,31.72454385,,Available (see Keepa data),,1,Little Miss Princess And Mr Tickle Birthday Party Foil Balloons - Assorted - 45Cm,"Yosiio Unicorn Party Tableware Set - 5th Birthday Decoration for Girls With Balloons, Paper Plates - Children's Theme Party Supplies",0.55
639277626561,728370144109,FALSE,B0866JW3VM,,https://www.clearance-king.co.uk/frying-pan-w-utensils-toy-asst-0-24.html,https://www.amazon.co.uk/dp/B0866JW3VM,0.58,0.483333333,19.99,,3,3.48,3.331666667,0.096666667,10.17833333,3.235,6.393333333,618.7096774,7.61,31.982658,,Available (see Keepa data),,1,FRYING PAN WITH UTENSILS - KITCHEN TOY SET,"Sundaymot Kids Kitchen Pretend Play Toys Accessories with Stainless Steel Cookware Pots and Pans Set, Cooking Utensils, Apron & Chef Hat, Cutting Vegetables for 3 Year Old Kids, Girls, Boys, Toddlers",0.55
680678283143,5060712836910,FALSE,B09CV8R5S3,,https://www.clearance-king.co.uk/250ml-drinking-glasses-meet-me-in-istanbul-design.html,https://www.amazon.co.uk/dp/B09CV8R5S3,0.48,0.4,17.99,,2.7,3.05,2.998333333,0.08,9.241666667,2.918333333,5.773333333,607.7192982,6.78,32.09190291,50,,Available (see Keepa data),1,250ML DRINKING GLASSES- MEET ME IN ISTANBUL DESIGN,"Straame - Set of 12 Latte Glasses, 240 ml Temperature Resistant - Stylish Coffee/Tea Cups, Hot Drink Cafe Mugs - Ideal for Ice Cream Latte, Espresso, Cappuccino & Hot Chocolate-Clear Mugs with Handle",0.55
300,,FALSE,B00LFK5OFU,,https://www.clearance-king.co.uk/paper-drinking-straw-10-pk.html,https://www.amazon.co.uk/dp/B00LFK5OFU,0.44,0.366666667,17.34,,2.6,2.98,2.89,0.073333333,8.87,2.816666667,5.503333333,600.3636364,6.57,31.73779316,,,Available (see Keepa data),3,PAPER DRINKING STRAW 10 PACK,Element System 18133-00300 300 mm Length 25 x 25 mm Diameter Square Steel Pipe Furniture Legs includes Screw-Mounting Plate - White Aluminium (4-Piece),0.55
5050375947825,,FALSE,B0D83PNR9H,,https://www.clearance-king.co.uk/2pk-rat-trap-glue-boards-0-24-ck.html,https://www.amazon.co.uk/dp/B0D83PNR9H,0.5,0.416666667,17.97,,2.7,3.05,2.995,0.083333333,9.225,2.911666667,5.763333333,596.2068966,6.8,32.0719718,500,Available (see Keepa data),,1,PEST SHIELD EXTRA STRENGTH RAT GLUE TRAPS - PACK OF 2,"Sticky Pest Traps, Mehani 12 Pack Sticky Glue Boards, Large Extra Strong Sticky Pads, Efficient Foldable Sticky Traps Boards, Glue Boards for Multiple Insects in Indoor Outdoor Garage Kitchen Garden",0.55
5060226014033,,FALSE,B0DCBT1J6P,,https://www.clearance-king.co.uk/dog-chain-collar-48cm.html,https://www.amazon.co.uk/dp/B0DCBT1J6P,0.71,0.591666667,17.99,,2.7,2.1,2.998333333,0.118333333,10.19166667,2.88,6.761666667,592.2627737,6.06,37.58569576,,Available (see Keepa data),,1,Dog Chain Collar - 48cm,Gold Dog Chain Collar with Dog Tag Pendent Metal Chain Collar Necklace18K Gold Plated Stainless Steel Pet Cuban Links Collars for Dogs(10inch),0.55
5012866021605,,FALSE,B07PJLCNL3,,https://www.clearance-king.co.uk/transformer-fire-8-asst-16-144-ck.html,https://www.amazon.co.uk/dp/B07PJLCNL3,0.51,0.425,17.99,,2.84,2.94,2.998333333,0.085,9.211666667,2.913333333,5.748333333,589.5726496,6.84,31.95293682,,Available (see Keepa data),Available (see Keepa data),7,A TO Z FIRE RESCUE TRANSFORMER - ASSORTED DESIGNS,"Transformers Playskool Heroes Rescue Bots Academy Heatwave The Fire-Bot Converting Toy, 4.5-Inch Action Figure, Toys for Kids Ages 3 and Up",0.55
